  Copyright © 1991-2002 by Bjørn Stabell, Ken Ronny Schouten, Bert Gijsbers & Dick Balaska.
  XPilot 4.5.5 comes with ABSOLUTELY NO WARRANTY; for details see the
  provided LICENSE file.

Using pixmap copying
Searching for a "xpilots" server on the local net...
*** Connected to optimus.csl.cornell.edu
... queued at position  1
time 196 = 70485 us
time 197 = 71336 us
time 198 = 71447 us
time 199 = 71437 us
time 200 = 71419 us
time 201 = 67161 us
time 202 = 4263 us
time 203 = 71396 us
time 204 = 71424 us
time 205 = 12887 us
time 206 = 58533 us
time 207 = 71418 us
time 208 = 71422 us
time 209 = 71428 us
time 210 = 62902 us
time 211 = 8519 us
time 212 = 71421 us
time 213 = 71428 us
time 214 = 71415 us
time 215 = 71430 us
time 216 = 72253 us
time 217 = 71032 us
time 218 = 71120 us
time 219 = 71394 us
time 220 = 60382 us
time 221 = 11090 us
time 222 = 71369 us
time 223 = 71443 us
time 224 = 69683 us
time 225 = 1727 us
time 226 = 71392 us
time 227 = 71421 us
time 228 = 71421 us
time 229 = 71480 us
time 230 = 48793 us
time 231 = 22611 us
time 232 = 71409 us
time 233 = 71419 us
time 234 = 71449 us
time 235 = 18852 us
time 236 = 52563 us
time 237 = 71439 us
time 238 = 71416 us
time 239 = 71414 us
time 240 = 71409 us
time 241 = 71422 us
time 242 = 71417 us
time 243 = 71415 us
time 244 = 47726 us
time 245 = 23719 us
time 246 = 56029 us
time 247 = 15571 us
time 248 = 71401 us
time 249 = 71356 us
time 250 = 71503 us
time 251 = 71411 us
time 252 = 71353 us
time 253 = 71516 us
time 254 = 71358 us
time 255 = 28495 us
time 256 = 42965 us
time 257 = 71419 us
time 258 = 71429 us
time 259 = 71415 us
time 260 = 31247 us
time 261 = 40287 us
time 262 = 71255 us
time 263 = 8859 us
time 264 = 62659 us
time 265 = 71296 us
time 266 = 71415 us
time 267 = 71447 us
time 268 = 71365 us
time 269 = 71403 us
time 270 = 71420 us
time 271 = 71413 us
time 272 = 71399 us
time 273 = 71425 us
time 274 = 71419 us
time 275 = 71459 us
time 276 = 71415 us
time 277 = 71441 us
time 278 = 71424 us
time 279 = 71428 us
time 280 = 71445 us
time 281 = 71440 us
time 282 = 71401 us
time 283 = 71426 us
time 284 = 71444 us
time 285 = 71409 us
time 286 = 71430 us
time 287 = 71424 us
time 288 = 71426 us
time 289 = 71423 us
time 290 = 71426 us
time 291 = 71434 us
time 292 = 71415 us
time 293 = 71455 us
time 294 = 71425 us
time 295 = 71424 us
time 296 = 71422 us
time 297 = 71436 us
time 298 = 71429 us
time 299 = 20346 us
time 300 = 24783 us
time 301 = 26427 us
time 302 = 71307 us
time 303 = 38016 us
time 304 = 33471 us
time 305 = 69687 us
time 306 = 1648 us
time 307 = 71423 us
time 308 = 55362 us
time 309 = 16217 us
time 310 = 71305 us
time 311 = 56599 us
time 312 = 14923 us
time 313 = 71370 us
time 314 = 71459 us
time 315 = 71383 us
time 316 = 26970 us
time 317 = 44487 us
time 318 = 71417 us
time 319 = 71428 us
time 320 = 71439 us
time 321 = 71464 us
time 322 = 71379 us
time 323 = 71421 us
time 324 = 71436 us
time 325 = 55143 us
time 326 = 16317 us
time 327 = 71392 us
time 328 = 71427 us
time 329 = 71393 us
time 330 = 71428 us
time 331 = 71376 us
time 332 = 71409 us
time 333 = 71438 us
time 334 = 71422 us
time 335 = 71411 us
time 336 = 71414 us
time 337 = 61564 us
time 338 = 9862 us
time 339 = 71396 us
time 340 = 71432 us
time 341 = 71403 us
time 342 = 71461 us
time 343 = 71407 us
time 344 = 71430 us
time 345 = 71429 us
time 346 = 71529 us
time 347 = 71321 us
time 348 = 67253 us
time 349 = 4177 us
time 350 = 71430 us
time 351 = 68085 us
time 352 = 3330 us
time 353 = 71424 us
time 354 = 71407 us
time 355 = 71406 us
time 356 = 71436 us
time 357 = 71430 us
time 358 = 71473 us
time 359 = 71369 us
time 360 = 71435 us
time 361 = 71429 us
time 362 = 10130 us
time 363 = 61296 us
time 364 = 18406 us
time 365 = 53011 us
time 366 = 71419 us
time 367 = 71436 us
time 368 = 71406 us
time 369 = 71412 us
time 370 = 37591 us
time 371 = 33835 us
time 372 = 71437 us
time 373 = 14435 us
time 374 = 57354 us
time 375 = 71152 us
time 376 = 71577 us
time 377 = 71417 us
time 378 = 71244 us
time 379 = 71433 us
time 380 = 71414 us
time 381 = 71612 us
time 382 = 71301 us
time 383 = 71385 us
time 384 = 71424 us
time 385 = 52715 us
time 386 = 18731 us
time 387 = 45993 us
time 388 = 25648 us
time 389 = 71402 us
time 390 = 38272 us
time 391 = 33267 us
time 392 = 71330 us
time 393 = 71447 us
time 394 = 71408 us
time 395 = 71431 us
time 396 = 71419 us
time 397 = 57926 us
time 398 = 13372 us
time 399 = 71532 us
time 400 = 71271 us
time 401 = 71591 us
time 402 = 11847 us
time 403 = 16336 us
time 404 = 43203 us
time 405 = 71354 us
time 406 = 71552 us
time 407 = 13971 us
time 408 = 57409 us
time 409 = 6505 us
time 410 = 64835 us
time 411 = 71511 us
time 412 = 71511 us
time 413 = 31778 us
time 414 = 15986 us
time 415 = 23481 us
time 416 = 71406 us
time 417 = 33401 us
time 418 = 38008 us
time 419 = 71422 us
time 420 = 71428 us
time 421 = 71438 us
time 422 = 4595 us
time 423 = 66935 us
time 424 = 71264 us
time 425 = 71498 us
time 426 = 53118 us
time 427 = 18298 us
time 428 = 71363 us
time 429 = 71512 us
time 430 = 71422 us
time 431 = 71454 us
time 432 = 71434 us
time 433 = 65189 us
time 434 = 6323 us
time 435 = 71275 us
time 436 = 49974 us
time 437 = 16791 us
time 438 = 4739 us
time 439 = 71386 us
time 440 = 71423 us
time 441 = 71452 us
time 442 = 71360 us
time 443 = 71465 us
time 444 = 71355 us
time 445 = 5844 us
time 446 = 63901 us
time 447 = 1794 us
time 448 = 63067 us
time 449 = 8401 us
time 450 = 7020 us
time 451 = 64314 us
time 452 = 31464 us
time 453 = 40003 us
time 454 = 71365 us
time 455 = 32788 us
time 456 = 38622 us
time 457 = 71381 us
time 458 = 49735 us
time 459 = 21705 us
time 460 = 71384 us
time 461 = 71425 us
time 462 = 51720 us
time 463 = 19695 us
time 464 = 71440 us
time 465 = 71383 us
time 466 = 61232 us
time 467 = 10159 us
time 468 = 71426 us
time 469 = 14643 us
time 470 = 56809 us
time 471 = 7248 us
time 472 = 55719 us
time 473 = 8456 us
time 474 = 55520 us
time 475 = 15863 us
time 476 = 71417 us
time 477 = 8782 us
time 478 = 62692 us
time 479 = 71502 us
time 480 = 10102 us
time 481 = 61488 us
time 482 = 71239 us
time 483 = 3029 us
time 484 = 68458 us
time 485 = 51810 us
time 486 = 19603 us
time 487 = 71368 us
time 488 = 52725 us
time 489 = 18755 us
time 490 = 71363 us
time 491 = 62063 us
time 492 = 9348 us
time 493 = 71403 us
time 494 = 15188 us
time 495 = 39746 us
time 496 = 16498 us
time 497 = 71343 us
time 498 = 71409 us
time 499 = 968 us
time 500 = 70447 us
time 501 = 49322 us
time 502 = 22097 us
time 503 = 71423 us
time 504 = 71421 us
time 505 = 71417 us
time 506 = 71436 us
time 507 = 71417 us
time 508 = 71475 us
time 509 = 71404 us
time 510 = 22203 us
time 511 = 49219 us
time 512 = 30460 us
time 513 = 40966 us
time 514 = 71412 us
time 515 = 71435 us
time 516 = 33246 us
time 517 = 38271 us
time 518 = 71336 us
time 519 = 49334 us
time 520 = 22113 us
time 521 = 2059 us
time 522 = 69414 us
time 523 = 27530 us
time 524 = 43903 us
time 525 = 51137 us
time 526 = 20297 us
time 527 = 67939 us
time 528 = 3555 us
time 529 = 71360 us
time 530 = 20729 us
time 531 = 50750 us
time 532 = 71404 us
time 533 = 71432 us
time 534 = 46609 us
time 535 = 24844 us
time 536 = 71384 us
time 537 = 71370 us
time 538 = 71407 us
time 539 = 71434 us
time 540 = 71408 us
time 541 = 71431 us
time 542 = 71507 us
time 543 = 71354 us
time 544 = 71419 us
time 545 = 71421 us
time 546 = 71432 us
time 547 = 71449 us
time 548 = 71426 us
time 549 = 71429 us
time 550 = 71426 us
time 551 = 71438 us
time 552 = 71398 us
time 553 = 71426 us
time 554 = 71415 us
time 555 = 71441 us
time 556 = 71412 us
time 557 = 71423 us
time 558 = 71432 us
time 559 = 12447 us
time 560 = 58972 us
time 561 = 71407 us
time 562 = 53296 us
time 563 = 18128 us
time 564 = 71434 us
time 565 = 71434 us
time 566 = 71422 us
time 567 = 71444 us
time 568 = 71417 us
time 569 = 71433 us
time 570 = 71410 us
time 571 = 2113 us
time 572 = 69331 us
time 573 = 71410 us
time 574 = 71428 us
time 575 = 19573 us
time 576 = 51865 us
time 577 = 71413 us
time 578 = 71414 us
time 579 = 71439 us
time 580 = 71415 us
time 581 = 71432 us
time 582 = 55234 us
time 583 = 16186 us
time 584 = 71555 us
time 585 = 71356 us
time 586 = 654 us
time 587 = 70705 us
time 588 = 66280 us
time 589 = 5227 us
time 590 = 71394 us
time 591 = 67181 us
time 592 = 4227 us
time 593 = 71422 us
time 594 = 19520 us
time 595 = 51907 us
time 596 = 71341 us
time 597 = 71400 us
time 598 = 71416 us
time 599 = 71417 us
time 600 = 71434 us
time 601 = 71416 us
time 602 = 71425 us
time 603 = 71418 us
time 604 = 71417 us
time 605 = 71403 us
time 606 = 71377 us
time 607 = 71405 us
time 608 = 71404 us
time 609 = 71409 us
time 610 = 71413 us
time 611 = 71443 us
time 612 = 71437 us
time 613 = 71410 us
time 614 = 71438 us
time 615 = 71435 us
time 616 = 71440 us
time 617 = 71425 us
time 618 = 71435 us
time 619 = 71432 us
time 620 = 71423 us
time 621 = 71422 us
time 622 = 71430 us
time 623 = 71441 us
time 624 = 71408 us
time 625 = 71428 us
time 626 = 71427 us
time 627 = 71422 us
time 628 = 71430 us
time 629 = 71649 us
time 630 = 71498 us
time 631 = 71183 us
time 632 = 71417 us
time 633 = 71427 us
time 634 = 71452 us
time 635 = 71382 us
time 636 = 71418 us
time 637 = 71451 us
time 638 = 71436 us
time 639 = 71342 us
time 640 = 30114 us
time 641 = 41492 us
time 642 = 71276 us
time 643 = 22817 us
time 644 = 48681 us
time 645 = 15378 us
time 646 = 24018 us
time 647 = 32020 us
time 648 = 63750 us
time 649 = 7657 us
time 650 = 56629 us
time 651 = 14782 us
time 652 = 71378 us
time 653 = 9886 us
time 654 = 61640 us
time 655 = 2363 us
time 656 = 69097 us
time 657 = 66471 us
time 658 = 4868 us
time 659 = 71419 us
time 660 = 71408 us
time 661 = 71397 us
time 662 = 71373 us
time 663 = 53762 us
time 664 = 17728 us
time 665 = 38266 us
time 666 = 33162 us
time 667 = 71028 us
time 668 = 996 us
time 669 = 70837 us
time 670 = 23680 us
time 671 = 24094 us
time 672 = 23677 us
time 673 = 71358 us
time 674 = 71441 us
time 675 = 71424 us
time 676 = 71415 us
time 677 = 71414 us
time 678 = 71361 us
time 679 = 71437 us
time 680 = 71422 us
time 681 = 61912 us
time 682 = 9645 us
time 683 = 71335 us
time 684 = 62736 us
time 685 = 8703 us
time 686 = 71359 us
time 687 = 39533 us
time 688 = 31881 us
time 689 = 71443 us
time 690 = 56347 us
time 691 = 15053 us
time 692 = 71413 us
time 693 = 50510 us
time 694 = 20985 us
time 695 = 71383 us
time 696 = 26749 us
time 697 = 44700 us
time 698 = 71372 us
time 699 = 71407 us
time 700 = 71397 us
time 701 = 71426 us
time 702 = 69989 us
time 703 = 1582 us
time 704 = 14242 us
time 705 = 57210 us
time 706 = 71326 us
time 707 = 15185 us
time 708 = 56250 us
time 709 = 63814 us
time 710 = 7670 us
time 711 = 71372 us
time 712 = 71416 us
time 713 = 71424 us
time 714 = 71414 us
time 715 = 71420 us
time 716 = 71427 us
time 717 = 71436 us
time 718 = 52593 us
time 719 = 18837 us
time 720 = 71410 us
time 721 = 71436 us
time 722 = 71425 us
time 723 = 71432 us
time 724 = 71436 us
time 725 = 40740 us
time 726 = 30830 us
time 727 = 48177 us
time 728 = 23125 us
time 729 = 71422 us
time 730 = 71425 us
time 731 = 71423 us
time 732 = 71428 us
time 733 = 71436 us
time 734 = 44041 us
time 735 = 27444 us
time 736 = 71362 us
time 737 = 71409 us
time 738 = 71417 us
time 739 = 70569 us
time 740 = 942 us
time 741 = 71386 us
time 742 = 63281 us
time 743 = 8165 us
time 744 = 71387 us
time 745 = 71399 us
time 746 = 33191 us
time 747 = 38249 us
time 748 = 71411 us
time 749 = 71424 us
time 750 = 71420 us
time 751 = 71429 us
time 752 = 71452 us
time 753 = 71408 us
time 754 = 71414 us
time 755 = 38373 us
time 756 = 33113 us
time 757 = 71365 us
time 758 = 71421 us
time 759 = 7894 us
time 760 = 55291 us
time 761 = 8279 us
time 762 = 64703 us
time 763 = 6729 us
time 764 = 49048 us
time 765 = 22354 us
time 766 = 71389 us
time 767 = 71417 us
time 768 = 71420 us
time 769 = 71414 us
time 770 = 19520 us
time 771 = 51897 us
time 772 = 71418 us
time 773 = 71409 us
time 774 = 71440 us
time 775 = 54042 us
time 776 = 17543 us
time 777 = 71351 us
time 778 = 6585 us
time 779 = 64853 us
time 780 = 71434 us
time 781 = 71464 us
time 782 = 71405 us
time 783 = 71417 us
time 784 = 71439 us
time 785 = 2057 us
time 786 = 16187 us
time 787 = 53258 us
time 788 = 71357 us
time 789 = 19332 us
time 790 = 15756 us
time 791 = 36325 us
time 792 = 71431 us
time 793 = 71560 us
time 794 = 36681 us
time 795 = 24953 us
time 796 = 9818 us
time 797 = 71367 us
time 798 = 71406 us
time 799 = 6540 us
time 800 = 64943 us
time 801 = 71341 us
time 802 = 71414 us
time 803 = 71398 us
time 804 = 71438 us
time 805 = 71431 us
time 806 = 71422 us
time 807 = 71419 us
time 808 = 71365 us
time 809 = 71475 us
time 810 = 71357 us
time 811 = 71395 us
time 812 = 71449 us
time 813 = 71509 us
time 814 = 71367 us
time 815 = 71304 us
time 816 = 71429 us
time 817 = 41397 us
time 818 = 23986 us
time 819 = 6023 us
time 820 = 71413 us
time 821 = 71419 us
time 822 = 71430 us
time 823 = 71407 us
time 824 = 39278 us
time 825 = 32175 us
time 826 = 71425 us
time 827 = 71329 us
time 828 = 71449 us
time 829 = 71422 us
time 830 = 71417 us
time 831 = 71429 us
time 832 = 71406 us
time 833 = 71428 us
time 834 = 71409 us
time 835 = 71430 us
time 836 = 71424 us
time 837 = 71440 us
time 838 = 71401 us
time 839 = 71442 us
time 840 = 71413 us
time 841 = 71388 us
time 842 = 71462 us
time 843 = 71400 us
time 844 = 71440 us
time 845 = 71426 us
time 846 = 71441 us
time 847 = 57229 us
time 848 = 14236 us
time 849 = 71373 us
Quit
